subjects	S	condition	R	rt
2	left	cucumber	left	0.79871755442326
2	left	cucumber	right	0.245060199715726
2	left	cucumber	left	0.735761833003951
2	left	cucumber	right	0.3564318115384
2	right	cucumber	right	0.816043584023409
2	left	cucumber	left	0.222966172484314
2	right	cucumber	left	0.26713369036118
2	left	cucumber	left	0.405190807593085
2	left	cucumber	left	0.801522186090309
2	right	cucumber	right	0.806291840457655
2	left	cucumber	left	0.641647015294227
2	right	cucumber	right	0.878030662422995
2	left	cucumber	right	0.367228897885961
2	right	cucumber	right	0.276220518634422
2	right	cucumber	left	0.368554935442155
2	right	cucumber	right	0.320693936458535
2	left	cucumber	left	0.316350174644045
2	right	cucumber	right	0.385204460526961
2	left	cucumber	left	0.384902643269893
2	left	cucumber	left	0.39966320200503
2	left	cucumber	left	0.824464280654485
2	left	cucumber	left	0.266074255793753
2	left	cucumber	left	0.556117583297793
2	left	cucumber	left	0.494200469237846
2	left	cucumber	left	0.280355004963216
2	right	cucumber	left	0.31394754616484
2	right	cucumber	right	0.42466456777762
2	left	cucumber	right	0.452751190033694
2	right	cucumber	right	0.248976172321701
2	left	cucumber	left	0.339340543113131
2	left	cucumber	left	0.359064107934472
2	right	cucumber	right	0.383259236202923
2	right	cucumber	right	0.447089588873864
2	right	cucumber	left	0.314113059508276
2	left	cucumber	left	0.618795215519844
2	left	cucumber	left	0.68355570579543
2	right	cucumber	right	0.341430595500834
2	left	cucumber	left	0.822280170955192
2	left	cucumber	right	0.209239971506332
2	left	cucumber	left	0.54259441675931
2	left	cucumber	left	0.24244582420596
2	left	cucumber	right	0.628676237024343
2	right	cucumber	right	0.276152790857344
2	right	cucumber	right	0.66101155865372
2	left	cucumber	left	0.735467996603973
2	right	cucumber	right	0.490461422690468
2	right	cucumber	right	0.477029285911972
2	left	cucumber	left	0.368260052127215
2	left	cucumber	left	0.598211560414886
2	left	cucumber	right	0.359244589105
2	left	cucumber	left	0.338425499198144
2	left	cucumber	left	0.247027170065772
2	left	cucumber	left	0.476323784763222
2	left	cucumber	left	0.494657367956553
2	left	cucumber	left	0.363509688558598
2	left	cucumber	left	0.4600661077682
2	left	cucumber	right	0.76468828494352
2	right	cucumber	right	0.407845471556321
2	right	cucumber	right	0.226571273094628
2	left	cucumber	left	1.36114593688161
2	left	cucumber	left	0.450643178830661
2	right	cucumber	left	0.222063575106982
2	right	cucumber	right	0.684691153021367
2	right	cucumber	right	0.436474020479999
2	right	cucumber	right	0.619793525619826
2	left	cucumber	left	0.434211542791774
2	right	cucumber	right	0.297014808809408
2	right	cucumber	right	0.234517360728974
2	left	cucumber	right	0.504162432031972
2	left	cucumber	left	0.245137977395327
2	right	cucumber	right	0.51162846497835
2	right	cucumber	left	0.487785854044869
2	right	cucumber	left	0.261296141966693
2	right	cucumber	right	0.238420207156869
2	right	cucumber	right	0.424889084972341
2	left	cucumber	left	0.223483932878455
2	left	cucumber	left	0.383463296099829
2	right	cucumber	right	0.319897180298419
2	left	cucumber	right	0.56569389548561
2	left	cucumber	right	0.466630070802083
2	right	cucumber	right	0.321552541758542
2	right	cucumber	right	0.625049273443296
2	right	cucumber	right	0.506833222457132
2	right	cucumber	right	0.34387966553338
2	right	cucumber	left	0.385015595620713
2	right	cucumber	left	0.241780792493854
2	right	cucumber	left	0.240671538628961
2	right	cucumber	right	0.652293210428904
2	right	cucumber	right	0.849407509027494
2	left	cucumber	left	0.487427020535454
2	right	cucumber	right	0.43889674858942
2	left	cucumber	right	0.317057330235654
2	left	cucumber	left	0.282048173346204
2	right	cucumber	left	0.355975173336385
2	right	cucumber	left	0.6201095739833
2	right	cucumber	right	0.731937647061364
2	left	cucumber	left	0.317278087063827
2	left	cucumber	right	0.686924621063171
2	left	cucumber	left	0.900301739761327
2	right	cucumber	right	0.475328818484903
2	left	cucumber	left	0.36881183574625
2	right	cucumber	right	0.228111375928467
2	right	cucumber	right	0.415917330483768
2	right	cucumber	right	0.254484166156977
2	right	cucumber	right	0.351908652709758
2	right	cucumber	right	0.368003746921519
2	left	cucumber	left	0.5273907345154
2	left	cucumber	right	0.327877632952327
2	left	cucumber	right	0.793050365035412
2	left	cucumber	left	0.307696168840113
2	right	cucumber	right	0.305787715213002
2	right	cucumber	right	0.238995796919502
2	right	cucumber	right	0.316306892999398
2	right	cucumber	left	0.359444845478645
2	right	cucumber	left	0.464009296040377
2	right	cucumber	right	0.268706640119368
2	right	cucumber	right	0.769645139971679
2	right	cucumber	right	0.341357624090795
2	left	cucumber	left	0.398982967988321
2	left	cucumber	right	0.339234986209592
2	left	cucumber	right	0.631691087074801
2	right	cucumber	right	0.220672056388231
2	left	cucumber	left	0.355448925406914
2	left	cucumber	left	0.271376386712156
2	right	cucumber	right	0.253726349507816
2	right	cucumber	left	0.779426538049816
2	right	cucumber	right	0.558328332310858
2	right	cucumber	right	0.997675042130992
2	left	cucumber	left	0.303411672449182
2	right	cucumber	left	0.224445239029661
2	right	cucumber	left	0.384358932108332
2	right	cucumber	left	0.248654226744918
2	right	cucumber	right	0.281628725384861
2	left	cucumber	left	0.530368285075563
2	right	cucumber	right	0.299533585751705
2	right	cucumber	left	0.426666453208869
2	left	cucumber	left	0.467283476297465
2	right	cucumber	right	0.323925740901184
2	right	cucumber	right	0.36043724040662
2	right	cucumber	right	0.276454973413787
2	left	cucumber	left	0.46541098898161
2	left	cucumber	right	0.247481910676214
2	left	cucumber	left	0.301868689204638
2	left	cucumber	right	0.606674560433176
2	right	cucumber	right	0.336531678189637
2	right	cucumber	right	0.28487589072989
2	left	cucumber	left	0.282814955881667
2	left	cucumber	left	0.416091677760896
2	right	cucumber	left	0.272186829928424
2	right	cucumber	right	0.505346070431134
2	right	cucumber	right	0.513357600771704
2	left	cucumber	right	0.381966323746652
2	right	cucumber	right	0.492649944082985
2	right	cucumber	right	0.540092468269401
2	right	cucumber	right	0.361055038745933
2	right	cucumber	right	0.347886090107071
2	right	cucumber	right	0.325399186683569
2	right	cucumber	right	1.1335570330098
2	left	cucumber	right	0.811243548319722
2	right	cucumber	right	0.446682909565237
2	left	cucumber	right	0.455344605046809
3	right	sugar	right	0.207246776399468
3	left	sugar	right	0.330791085783359
3	left	sugar	left	0.233350141406192
3	right	sugar	left	0.221045535081933
3	right	sugar	right	0.207538665799816
3	left	sugar	left	0.257992341599009
3	right	sugar	right	0.386696175458268
3	left	sugar	left	0.278892038091231
3	right	sugar	right	0.345699010031957
3	right	sugar	right	0.429938849048584
3	left	sugar	left	0.291429830198763
3	left	sugar	right	0.76680167429429
3	left	sugar	left	0.310885385443703
3	right	sugar	right	0.491114262191051
3	right	sugar	right	0.981848083652848
3	right	sugar	right	0.379105498792463
3	left	sugar	left	0.331467843996902
3	left	sugar	left	0.405586807721037
3	left	sugar	left	0.208460064106302
3	left	sugar	left	0.525141421691581
3	left	sugar	left	0.308609025655031
3	right	sugar	left	0.539751281216835
3	left	sugar	left	0.239045234732873
3	left	sugar	left	0.380376980159603
3	left	sugar	left	0.383093146375671
3	right	sugar	left	0.193277693119508
3	left	sugar	left	0.231572831132019
3	left	sugar	left	0.214956636776078
3	right	sugar	right	0.269290455820787
3	right	sugar	left	0.561664573925058
3	left	sugar	left	0.406237308914877
3	left	sugar	left	0.223791629823431
3	right	sugar	right	0.455707631332482
3	right	sugar	right	0.284259377514427
3	right	sugar	right	0.274434288875955
3	right	sugar	right	0.256574492603022
3	left	sugar	right	0.258849249689723
3	left	sugar	left	0.566815279930153
3	left	sugar	left	0.198264328732903
3	right	sugar	right	0.265020956393093
3	right	sugar	right	0.209649798619516
3	right	sugar	right	1.02187396704542
3	right	sugar	right	0.305705015368438
3	left	sugar	left	0.519934212981009
3	left	sugar	left	0.360322857716162
3	right	sugar	right	0.378881598046301
3	left	sugar	left	0.187388427104489
3	left	sugar	left	0.486447549609608
3	right	sugar	left	0.245202179374322
3	right	sugar	right	0.230557590516947
3	left	sugar	left	0.370193941557947
3	right	sugar	left	0.248234664887913
3	left	sugar	left	0.271050045798917
3	right	sugar	right	0.453931644243186
3	left	sugar	left	0.670342130162279
3	right	sugar	right	0.34783748847624
3	left	sugar	left	0.56899858317413
3	left	sugar	left	0.501826339025763
3	right	sugar	right	0.252276274616178
3	left	sugar	right	0.211824732033699
3	left	sugar	left	0.291603252304289
3	left	sugar	left	0.333066207087644
3	right	sugar	right	0.345890255635004
3	left	sugar	left	0.337872332512798
3	left	sugar	left	0.21848509459461
3	left	sugar	right	0.224867397499879
3	right	sugar	right	0.21785771631541
3	right	sugar	right	0.320198453205727
3	left	sugar	left	0.443735658912646
3	left	sugar	left	0.212093527176156
3	left	sugar	left	0.707308876171958
3	left	sugar	left	0.319887386721018
3	right	sugar	right	0.666940812657947
3	left	sugar	left	0.26424174766767
3	right	sugar	left	0.196484887289785
3	left	sugar	right	0.673475460968251
3	right	sugar	right	0.350092822737565
3	right	sugar	right	0.373360384776816
3	left	sugar	right	0.7359910493782
3	left	sugar	left	0.327563629256506
3	right	sugar	left	0.364721898630579
3	right	sugar	left	0.342096468912607
3	left	sugar	left	0.33895629662029
3	right	sugar	left	0.466070850462759
3	right	sugar	left	0.789514056073919
3	right	sugar	right	0.33314499632545
3	right	sugar	right	0.390263260014112
3	left	sugar	right	0.194000182344374
3	left	sugar	right	0.735564044934641
3	left	sugar	left	0.239093378985008
3	left	sugar	left	0.267151043588076
3	right	sugar	right	0.255043137727912
3	right	sugar	right	0.391275452297542
3	left	sugar	left	0.318091030044999
3	right	sugar	left	0.317730109610985
3	left	sugar	left	0.38124575769319
3	left	sugar	left	0.44796348026855
3	left	sugar	right	0.449931056245926
3	right	sugar	right	0.343180259192699
3	left	sugar	right	0.222150259888349
3	left	sugar	left	0.638598631014926
3	left	sugar	right	0.323455208313289
3	right	sugar	left	0.309568208400683
3	left	sugar	left	0.430771503420419
3	left	sugar	left	0.281804294422707
3	right	sugar	right	0.563698673362108
3	left	sugar	left	0.545418798604126
3	right	sugar	right	0.351202367169225
3	right	sugar	left	0.26503488110275
3	right	sugar	left	0.456339579592555
3	right	sugar	right	0.279071949834363
3	right	sugar	right	0.297578883051548
3	left	sugar	left	0.427409864586663
3	left	sugar	left	0.618230278076298
3	right	sugar	left	0.235200405096743
3	left	sugar	right	0.338013628966432
3	left	sugar	right	0.532670279913693
3	left	sugar	right	0.635892008315356
3	right	sugar	right	0.229981087421359
3	right	sugar	left	0.219474981933378
3	right	sugar	right	0.38769564359251
3	left	sugar	left	0.441750359772759
3	right	sugar	right	0.264874907998096
3	left	sugar	left	0.367544738020334
3	right	sugar	right	0.428077079222728
3	right	sugar	right	0.379644635496131
3	left	sugar	left	0.405172455553808
3	right	sugar	left	0.362739351512826
3	right	sugar	left	0.254682015490777
3	right	sugar	left	0.297099377012813
3	left	sugar	left	0.246873442501547
3	left	sugar	left	0.477402945346732
3	right	sugar	right	1.87693248855869
3	right	sugar	left	0.264769558282003
3	right	sugar	right	0.347351895449144
3	left	sugar	left	0.229631772224467
3	right	sugar	left	0.345976059184052
3	left	sugar	right	0.394127314173822
3	right	sugar	right	0.813212522000146
3	left	sugar	left	0.422938037190205
3	left	sugar	left	0.277590748786266
3	right	sugar	right	0.681948667396256
3	left	sugar	left	0.252177805502788
3	right	sugar	right	0.724959398087491
3	right	sugar	right	0.293775528784679
3	right	sugar	right	0.233050550773646
3	left	sugar	left	0.438444715773418
3	right	sugar	right	0.591529190916061
3	right	sugar	right	0.236335784312285
3	left	sugar	left	0.256196615767129
3	right	sugar	right	0.293830221513582
3	left	sugar	right	0.279571212629217
3	right	sugar	right	0.379969463253667
3	right	sugar	left	0.627426700190353
3	right	sugar	right	0.193262789694476
3	left	sugar	left	0.281913960609149
3	left	sugar	right	0.974283291818287
3	right	sugar	right	0.508973471358808
3	left	sugar	left	0.233346886635831
3	right	sugar	left	0.484032347666455
3	right	sugar	left	0.275532525346135
3	right	sugar	right	0.443830648165303
3	right	sugar	right	0.211875837275315
3	right	sugar	left	0.304818967293531
3	right	sugar	right	0.791811099594464
3	right	sugar	left	0.412033412252559
3	left	sugar	left	0.265812615898771
3	right	sugar	right	0.653504737662787
3	right	sugar	right	0.262690150003588
3	right	sugar	right	0.682574802447353
3	right	sugar	left	0.282771994256579
3	right	sugar	right	0.628759302908996
3	right	sugar	right	0.331505278241564
3	left	sugar	left	0.657902254867024
3	right	sugar	right	0.289573730250983
3	left	sugar	left	0.471476125568133
3	left	sugar	left	0.236774766651822
3	right	sugar	right	0.268538890603895
3	left	sugar	left	0.255362262197294
3	left	sugar	left	0.352409345111377
3	right	sugar	left	0.241054650069014
3	left	sugar	left	0.407446673820971
3	right	sugar	right	0.334347963188506
3	left	sugar	left	0.432825619923393
3	right	sugar	right	0.267166170418962
3	right	sugar	left	0.567300451777385
3	left	sugar	left	0.491218234235418
3	right	sugar	right	0.283877984582294
3	left	sugar	right	0.34668341073843
3	right	sugar	left	0.300474129367042
3	right	sugar	right	0.382894414005365
3	right	sugar	left	0.469892066337558
3	left	sugar	right	0.779088987613851
3	right	sugar	right	0.388050483362942
3	right	sugar	right	0.841978987841153
3	left	sugar	left	0.657199954801588
3	right	sugar	right	0.358033813462034
3	left	sugar	left	0.217714888804846
3	left	sugar	right	0.317639394920108
3	left	sugar	left	0.314368611660715
3	right	sugar	right	0.341440662633341
3	right	sugar	left	0.609853038515401
3	left	sugar	left	0.293433248988829
3	left	sugar	right	0.611650063046501
3	left	sugar	left	0.261132286015765
3	left	sugar	left	0.76286628035777
3	right	sugar	left	0.457443543082255
3	left	sugar	left	0.388866486638758
3	right	sugar	right	0.427362394465488
3	left	sugar	left	0.463871879123989
3	right	sugar	left	0.522198395974926
3	left	sugar	left	0.800830772337244
3	right	sugar	left	0.378431573381102
3	left	sugar	left	0.358087992899351
3	right	sugar	left	0.325947048507624
3	left	sugar	left	0.232041943915301
3	left	sugar	left	0.402739563365737
3	left	sugar	left	0.498816472915219
3	right	sugar	right	0.55988627304599
3	left	sugar	left	0.562182982083602
3	left	sugar	left	0.387445642063322
3	left	sugar	right	0.274023437605552
3	left	sugar	left	0.362811574460373
3	left	sugar	right	1.02748735664112
3	right	sugar	right	0.498393243243431
3	left	sugar	left	0.492032606141955
3	left	sugar	left	0.842679496707215
3	left	sugar	left	0.308487396889154
3	right	sugar	left	0.591967260175293
3	right	sugar	left	0.411151922943384
3	right	cucumber	left	0.355243049624063
3	right	cucumber	right	0.330826282824312
3	left	cucumber	left	0.374840764286697
3	right	cucumber	right	0.513025383543698
3	right	cucumber	right	0.31541627222842
3	right	cucumber	right	0.280415925998787
3	right	cucumber	right	0.217640333662968
3	left	cucumber	left	0.24306258727176
3	left	cucumber	left	0.320605726249521
3	left	cucumber	left	0.320361342409431
3	right	cucumber	right	0.462910473645349
3	right	cucumber	left	0.245135476706658
3	left	cucumber	left	0.382409058968643
3	left	cucumber	left	0.442329652359659
3	left	cucumber	left	0.446372607047869
3	left	cucumber	left	0.438087061946656
3	right	cucumber	right	0.36761348144791
3	right	cucumber	right	0.461135264990687
3	right	cucumber	right	0.324324910346735
3	right	cucumber	right	0.428271244708745
3	right	cucumber	right	0.355952236501367
3	left	cucumber	left	0.225810245586562
3	left	cucumber	left	0.469785675394419
3	left	cucumber	left	0.222250200665557
3	right	cucumber	right	0.350552435135086
3	right	cucumber	left	0.345126492532299
3	right	cucumber	left	0.66006215570823
3	left	cucumber	right	0.560364941515475
3	left	cucumber	right	0.45132321524861
3	left	cucumber	left	0.240929777995317
3	right	cucumber	left	0.425523055853645
